Produto,Referência,Preço venda,Preço revenda,Quantidade,Codigo de barras
APARELHO DE EVAPORAÇÃO KA-1628,KA-1628,40,60,83,7897715916282
AL-1057 - GARRAFA DE ÁGUA TÉRMICA FECHAMENTO A VÁCUO 500ML,AL-1057,26,40,83,7898820231055
FON-20406 FONE DE OUVIDO SEM FIO,FON-20406,45,60,83,7899085713386
LE-1963 ALICATE COM AMPERIMETRO DIGITAL,LE-1963,30,45,84,7908125205870
PAQUIMETRO DIGITAL LE-6002,LE-6002,20,32,84,7908125209472
LE-23 - CABO DE FORÇA P/ FONTE DE NOTEBOOK,LE-23,8,15,84,7898605603596
KA-7052 RELÓGIO DIGITAL LED KAPBOM,KA-7052,35,50,85,7897780470528
STOP WATCH CRONÔMETRO KA-1156,KA-1156,10,20,85,7897722100827
LE-743 LUMINARIA DE MESA,LE-743,18,30,85,7908125209182
PEI-905 CARREGADOR 35W C+C,PEI-905,40,60,85,7893008812620
AL-9015-TY CARREGADOR 3.1A DE SAQUINHO,AL-9015-TY,4,10,85,8878921901537
CBO-6013 - CABO USB V8 3.4A 2M,CBO-6013,6.5,15,85,
FON-6694-BOX - AIRPODS PRÓ,FON-6694-BOX,60,0,85,
GARRAFA TÉRMICA KA-0136,KA-0136,30,45,86,7897701365988
CVB-016 - BOLA DE FUTEBOL,CVB-016,14,25,86,7908542617843
RAD-8740 - RÁDIO BOLINHA INOVA,RAD-8740,25,40,86,7899085592431
FON-8679 - FONE HEADSET PARA PC,FON-8679,18,38,86,7893590427684
JD-30 MINI RÁDIO RETRÔ ALTOMEX,JD-30,23,35,86,7898882202321
BA-CBO0091 CABO DE DADOS RÁPIDO 27W- TPC-IPH,BA-CBO0091,15,25,86,7893095511369
PEI-901 CARREGADOR 20W USB-C,PEI-901,30,50,87,7893008812583
PEI-904 CARREGADOR 30W U+C,PEI-904,40,60,87,7893008812613
LE-6617 - CABO VGA+ 3RCA,LE-6617,7,15,87,7898605602384
BUDS3 A3 - FONE DE OUVIDO,BUDS3 A3,28,60,87,7893095164367
CBO-7605 - CABO HDMI/V8,CBO-7605,7.5,15,87,7899085488994
ZJT-30059 - ADAPTADOR P2/IPH IPH,ZJT-30059,14,25,87,7899085590567
MAQ-002 - MÁQUINA DE BARBEAR,MAQ-002,18,30,88,7899085713492
AL-7912 CAIXA DE SOM PARA BICICLETA PORTÁTIL,AL-7912,48,70,88,7898823379112
CBO-5864 - CABO TUBETE 2M T-C,CBO-5864,8,15,89,7897473114593
SL6010 - EXTENSÃO,SL6010,10,15,89,7908124260283
FON-2057D - FONE DE OUVIDO,FON-2057D,23,35,89,7897373104793
RAD-9051 - RADIO INOVA,RAD-9051,23,40,89,
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
CAR-3173S CARREGADOR 4.8 V8 INOVA,CAR-3173S-4.8A V8,11,25,90,7899085591663
GANCHO DE PLACA DE PREÇO (ATACADO),GANCHO + PLACA,8,0,90,1000000576092
PEI-P626 FONE DE OUVIDO TWS PEINING,PEI-P626,55,90,90,7893008812453
LE-6101 - MUNHEQUEIRA DE COMPRESSÃO ORTOPÉDICA,LE-6101,8,13,90,7908125209793
MZJ-12288 - MANICURE E PEDICURE LIXA PARA UNHA,MZJ-12288,15,25,90,7893095421828
CARREGADOR TRAVEL ADAPTER TURBO 30W EP-TA300,EP-TA300/D5-V,10,25,90,1000000861372
ZJT-50005 - ADAPTADOR VGA2AV,ZJT-50005,22,35,90,
CAR-0094 - FONTE TIPOC/IPH INOVA,CAR-0094 FONTE USB-C 20W,15,30,91,7893595555047
PEI-620 FONE DE OUVIDO TWS PEINING,PEI-620,45,80,91,7893008812569
KA-C013 - SUPORTE MAGNÉTICO,KA-C013,7,15,91,7897711110134
KA-990 - FONE BLUETOOTH KAPBOM,KA-990,40,70,91,7898899333513
PENDRIVE INOVA 32GB UP-12053,UP-12053,22,35,91,7899085712457
U-1233 - BARBEADOR INOVA,U-1233,50,85,92,7899085594053
ZJT-30100 - ADAPTADOR 3USB CAMERA LEITORA,ZJT-30100,26,40,92,
CARTÃO DE MEMORIA MASTERDRIVE 64GB CLASSE 10,CARTÃO-64GB,26,45,92,7893826803480
AL-C-9543 MOCHILA EXÉRCITO,AL-C-9543,50,90,92,1000001767406
CB-720/CB-763/CB-07 - MÁQUINA DE CORTAR CABELO PEINING,CB-720/CB-763/CB-07,14,25,93,7891543107638
KA-3867 - CONTROLE REMOTO TV LCD,KA-3867,6,12,93,7897723738678
SRQ-7520 - GAMEPAD PARA CELULAR,SRQ-7520,16,25,93,7899085126902
POWER BANK INDUÇÃO MAGSAFE SIMILAR,MAGSAFE SIMILAR,60,0,93,
AL-Z27 SUPORTE PARA BICICLETA,AL-Z27,35,55,93,7898813113276
PEI-85T2 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK 85W PEINING,PEI-85T2,85,130,94,7893008811364
KA-3611 - MINI BARBEADOR RECARREGÁVEL KAPBOM,KA-3611,25,35,94,
"KK-1056-8.5"" LOUSINHA MÁGICA TRENZINHO","KK-1056 8.5""",22,35,94,70341183595
PEI-45L1 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK 45W,PEI-45L1,70,110,95,7893008811333
PEI-60T2 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK 60W PEINING,PEI-60T2,75,120,95,7893008811340
KV-129 - BARBEADOR INOVA,KV-129,30,50,95,
W39-PRO-MAX - RELÓGIO INTELIGENTE SMARTWATCH,W39-PRO-MAX,110,160,95,
WUP-930 - POWERBANK 10000MAH,WUP-930,60,90,95,7869029029408
PEI-45T2 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK 45W PEINING,PEI-45T2,75,120,96,7893008811326
PEI-85L1 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK PEINING,PEI-85L1,80,125,96,7893008811371
PEI-87C3 - FONTE DE ALIMENTAÇÃO PARA NOTEBOOK USB-C 87W PEINING,PEI-87C3,110,120,96,7893008811395
LE-3094-3 - ANTENA DIGITAL P/ TV,LE-3094-3,12,20,96,7908044605171
TC-007 - APARADOR DE PELOS ALTOMEX,TC-007,13,25,96,7898815717076
CHIP CLARO,CHIP CLARO,11,20,96,7894537020739
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
MASSAGEADOR RECARREGAVEL KA-1377,KA-1377,28,40,97,7897723072918
KA-3899 CONTROLE REMOTO SMART,KA-3899,7,15,97,7897723538995
CLIP5 - CAIXA DE SOM,CLIP5,45,0,97,
SF-008 - BALANÇA DIGITAL ALTOMEX,SF-008,17,30,97,
CAR-3115 - FONTE DE TOMADA 3.1,CAR-3115,8,15,97,7899085126247
RAD-12420 AUTO FALANTE SEM FIO POTÁTIL,RAD-12420,40,60,97,7893095423112
RAD-12416 AUTO FALANTE SEM FIO PORTÁTIL,RAD-12416,40,62,97,7893095423082
JOELHEIRA DE COMPRESSÃO AL-T30,AL-T30,15,25,98,7898823048926
LE-079 - SUPORTE UNIVERSAL DE PLASTICO PARA CELULAR,LE-079,20,35,98,7908125207201
BA-FON20355 FONE DE OUVIDO SEM FIO TWS,BA-FON20355,50,65,98,7899085713584
GARRAFA TÉRMICA COM XÍCARA CUP-12093,CUP-12093,30,50,99,7899085713416
KAP-056 MASSAGEADOR DE PÉS KAPBOM,MASSAGEADOR KAP-056,20,35,99,7897722011055
CBO-6046 - CABO USB TIPO C 1M,CBO-6046 TIPO C 1M,9,15,99,7899085489939
KA-1234 CORTADOR DE FITAS,KA-1234,18,25,99,7897723712340
PEI-PH01 - SUPORTE MAGNÉTICO PARA CARRO,PEI-PH01,25,35,99,7893008813306
HS330 - FONE DE OUVIDO,HS330,2.5,10,99,1100001302918
MIC-30182 - MICROFONE LAPELA TPC 2,MIC-30182,120,180,99,1100001428410
CAMPAINHA S/ FIO KAP-1182,KAP-1182,25,40,100,7897765925623
PEI-M518 - FONE DE OUVIDO MARCA PEINING,PEI-M518,25,45,100,7893456781363
KA-9875 FONE DE OUVIDO ROBBIT,KA-9875,35,55,100,7897700398758
PEI-J58-C - CABO DE DADOS TPC 60W 1000CM PEINING,PEI-J58-C,12,20,100,7893008814464
CX-5 - CARREGADOR PORTÁTIL MAGSAFE,CX-5,32,50,100,1000000988369
LE-042 - SUPORTE PARA CELULAR,LE-042,15,25,100,7908125200882
SF-005 - BALANÇA DIGITAL ALTOMEX,SF-005,16,25,100,
RAD-12419 AUTO FALANTE SEM FIO PORTÁTIL (EMBALAGEM TRANSPARENTE),RAD-12419,50,80,100,1000001784472
BA-CBO0092 CABO DE DADOS RÁPIDO TIPO C-TIPOC 65W,BA-CBO0092 TIPO C-TIPOC 65W,15,25,100,7893095511376
KA-2729 - MIX MANUAL,KA-2729,25,40,100,7897723082337
LE-048 SUPORTE PARA CELULAR,LE-048,10.5,15,100,
LE-019 SUPORTE PARA CELULAR,LE-019,20,30,100,
LE-041 SUPORTE PARA CELULAR,LE-041,21,30,100,
LE-5547 EXTENSOR DE HDMI,LE-5547,15,25,100,
KA-1881 LAMPADA DE LED,KA-1881,20,35,100,
KA-2HD-2M CABO CONECTOR PARA P2,KA-2HD-2M,13,20,100,
KA-C519 SUPORTE PARA MESA 360°,KA-C519,30,50,100,
KAP-X330B REPETIDOR DE SINAL WIFI 2800M,KAP-X330B,55,90,100,
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
"KAP-2520 CASE DE HD EXTERNO 2.5""",KAP-2520,15,25,100,
HUMID-8531 HUMIDIFICADOR DE MINIBULBOS,HUMID-8531,26,40,102,7893590426489
MD-P203 - POWERBANK 20000 MAH,MD-P203,70,110,102,7899085714314
CON-7190 - CONTROLE UNIVERSAL,CON-7190,60,90,103,7897373103123
LUMINÁRIA DE PAREDE. LED SOLAR. KA-L1977,KA-L1977,18,30,104,7897741819779
CAIXA DE SOM ASTRONAUTA KA-8282,KA-8282,52,75,104,7897723882821
CAR-3117S 3.1A V8 (CS) - CARREGADOR RÁPIDO C/2 USB INOVA,CAR-3117S 3.1A V8 - CABO SOLTO,9,20,104,7899085590680
CALC-7490 - CALCULADORA ELETRÔNICA,CALC-7490,20,30,104,7899085124144
MINI KEYBOARD BACKLIT C/LED,MINI KEYBOARD BACKLIT C/LED,15,25,104,1000001140018
ZJT-20121 - CONVERSOR HDTV/VGA,ZJT-20121,12,20,104,7899085592561
CBO-20294 - CABO USB IPHONE 1M CAIXINHA,CBO-20294,6.5,12,104,7899085588601
X9 - CAMPAINHA INTELIGENTE VISUALIZAVEL,X9,70,100,105,7897723060090
SPO-8749 - SUPORTE INOVA,SPO-8749,12,20,105,7893595555207
CALC-7061 - CALCULADORA ELETRÔNICA,CALC-7061,15,25,105,
GARRAFA PLÁSTICA DE AGUA INFANTIL A-5025,A5025,15,25,106,7908575505025
KA-7039 RELÓGIO DIGITAL LED KAPBOM,KA-7039,40,55,107,7897780470399
WU-056 GARRAFA DE AGUA INFANTIL,WU-056,24,35,107,1100000134916
KA-3879 CONTROLE REMOTO PHILCO -NETFLIX,KA-3879,8,15,107,7897723738791
CAR-5245S - CARREGADOR V8 C/2 USB 3.1A INOVA,CAR-5245S,11,20,107,7899085124311
KV-2526 - LANTERNA,KV-2526,12,25,107,7899085123390
KV-420 - POWERBANK 10000MAH,KV-420,47,75,108,7898070367214
RAD-12419 - CAIXA DE SOM BLUETOOTH INOVA,RAD-12419,40,60,108,7893095422139
AL-07-3224 MOCHILA FEMININA,AL-07-3224,52,90,108,7898800732244
AL-8926 - CAIXA DE SOM ALTOMEX,AL-8926,38,50,109,7898802289265
KA-3819 CONTROLE DE REMOTO LCD/PHILCO,KA-3819,7,15,109,7897723738197
LE-2561 - CARREGADOR UNIVERSAL,LE-2561,18,30,109,7898605602247
MOU-11177 - MOUSE INOVA,MOU-11177,8,15,109,7899085588168
RAD-11256 - RÁDIO BOLINHA,RAD-11256,25,40,110,7899085712518
KA-326-TY - CABO KAPBOM T-C 4.8 1M,KA-326-TY,5.2,12,110,7895586032636
TORNOZELIRA ALTOMEX AL-T32,AL-T32,15,25,111,7898823048834
CBO-6045 CABO USB V8 1M,CBO-6045,9,15,111,7899085489946
PEI-286/V8 CARREGADOR 6.2A V8 PEINING CABO SOLTO,PEI-286-1 V8,15,30,111,7893008812330
AL-8923 - MINI CAIXA DE SOM ALTOMEX,AL-8923,32,50,111,7898802289234
CBO-7606 - HDMI 1M,CBO-7606,6,12,111,7899085489007
CBO-5995 - CABO USB 2M V8,CBO-5995,7.5,15,111,7899085126513
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
CBO-30215 - CABO TC-TC (MAÇÃ),CBO-30215,5,0,112,
CBO-20291- CABO USB IPHONE 1M,CBO-20291,8,15,113,7899085713010
PEI-EP317 - FONE DE OUVIDO COM FIO TPC,PEI-EP317,11,20,113,7984263222146
CAR-8473-I6 - CARREGADOR VEICULAR IPHONE,CAR-8473-I6,10,20,113,7893590161991
REM-8045 - CONTROLE TV LG,REM-8045,4.5,10,113,
WU-F003-I - CARREGADOR VEICULAR 3.6A C/2 USB IPH,WU-F003-I,12,25,114,7897676540038
KV-313 - CONTROLE REMOTO,KV-313,8.5,15,114,
KV-134 - BARBEADOR INOVA,KV-134,28,45,114,7899085587444
KV-128 - BARBEADOR INOVA,KV-128,35,50,114,7899085588816
MD-5312 - RÁDIO SEM FIO ALTO FALANTE,MD-5312,15,25,114,7899085715687
AL-1037 - FONTE 12V ALTOMEX,AL-1037,13,25,115,7891755710374
KA-1066 MINI LUMINÁRIA DE FESTA,KA-1066,25,50,116,1000000228151
CAR-3298S V8 3.1A CARERGADOR RÁPIDO V8,CAR-3298S V8 3.1A,9,20,116,7899085712013
ZJT-50001 - ADAPTADOR HDMI2VGA,ZJT-50001,15,25,116,7899085712181
KV-360 - FONE DE OUVIDO INOVA,KV-360,3.5,10,118,7898070365234
A9 - CÂMERA IP,A9 CÂMERA,25,40,118,7898855711096
BA-CBO9941 - CABO USB RÁPIDO 2.4A V8,BA-CBO9941,5,10,118,7893590429596
KA-3603 - MAQUINA DE CORTAR CABELO,KA-3603,18,30,119,7891755836036
CBO-20192 - CABO USB TUBETE,CBO-20192,9,15,120,7899085594275
FAN-8517 - MINI VENTILADOR,FAN-8517,13,25,120,
LE-6110 OMBREIRA,LE-6110,22,35,120,
EL-1021 - CAIXA DE SOM ELETRO,EL-1021,40,65,121,7891123012017
CAR-3115C-3.1A TIPO C CARREGADOR RÁPIDO INOVA,CAR-3115C-3.1A TIPO C,10,20,121,7899085711535
MOU-20057 - MOUSE COM FIO,MOU-20057,7,15,122,7899085584665
CAR-3138C CARREGADOR 40W TIPO C,CAR-3138C-40W,20,30,122,7899085490713
LE-2418 - FONE DE OUVIDO,LE-2418,30,50,122,7908125207959
KV-133 - BARBEADOR INOVA,KV-133,20,35,122,7899085587420
MKL-3160S CARREGADOR 3.1A V8 CAIXA COLORIDA,MKL-3160S,10.5,20,123,7899085712402
CAR-3224S - KIT VEICULAR 20W+25W V8,CAR-3224S,15,25,124,7899085592523
KA-3821 - CONTROLE UNIVERSAL LCD,KA-3821,9,20,126,7897723738210
AL-313 - MINI TECLADO COM TOUCHPAD C/ LED (TV BOX),AL-313,20,35,126,7898806320155
CALC 7492 - CALCULADORA,CALC 7492,6,15,127,7899085124229
CBO-7570 - CABO USB DE CAIXINHA,CBO-7570,5.5,10,128,7899085486969
WU-033 GARRAFA DE ÁGUA,WU-033,25,40,129,1100000102687
LE-740 LUMINARIA DE MESA,LE-740,18,30,130,7908125209151
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
KV-11210 - MINI CAIXA DE SOM,KV-11210,26,40,130,7898070364343
BA-CAR0048-V8 - CARREGADOR VEICULAR BASIKE V8 36W,BA-CAR0048-V8,17,30,131,7897473117471
AL-HDMI-1M - CABO HDMI 1M ALTOMEX,AL-HDMI-1M,5,10,132,7898820220103
FON-12061 - FONE IPHONE C/ BORRACHA,FON-12061,60,0,135,
CAR-G5085-TC - CARREGADOR RÁPIDO,CAR-G5085-TC,9.5,20,135,
KA-2822 CONTROLE REMOTO SMART,KA-2822,5.5,10,137,7897722228224
12V1A-5.5 - FONTE AC/DC ADAPTADOR DE ENERGIA,12V1A-5.5,9,15,137,7893582121552
CBO-7204 - CABO USB MACHO/MACHO,CBO-7204,5.5,10,137,7897373103550
JZ-6944 - FITA ADESIVA AMARELA,JZ-6944,13,20,137,
FT-3010 - TERMÔMETRO DIGITAL,FT-3010,100,180,138,1000001118611
LE-7680 - CONTROLE REMOTO DE SAMSUNG 4K,LE-7680,15,25,138,7908044604211
KV-296 - BARBEADOR INOVA,KV-296,26,45,138,7898070364756
KA-2301 HUMIFICADOR DE AR PLANETA KAPBOM,KA-2301,40,60,140,7897723060717
GANCHO 20CM,GANCHO 20CM,2.2,0,140,1000000577952
LE-525V - CARREGADOR VEICULAR V8 3.4A,LE-525V,9,15,140,7908125204491
FON-30037 - FONE DE OUVIDO IPH INOVA,FON-30037,13,25,141,7899085490638
KA-1556 - APRESENTADOR LASER CONTROLE REMOTO PRESENTER,KA-1556,35,55,141,7897723715563
FON-30038 - FONE DE OUVIDO P2,FON-30038,10,20,141,
FONE DE OUVIDO AIRDOTS C/ VISOR (SÓ ATACADO),AIRDOTS C/ VISOR,20,0,141,
FON-8685 - FONE DE OUVIDO,FON-8685,35,65,141,7893595552015
FON-12190 - FONE DE OUVIDO S10+ FON-12190,FON-12190,5,10,141,6954201904152
KV-095 - CABO TPC 1M (SAQUINHO),KV-095,3.5,8,141,7899085122980
KAP-3528WW - FITA DE LED KAPBOM,KAP-3528WW,18,25,143,
KV-8610 - FONE DE OUVIDO C/FIO E MICROFONE EMBUTIDO,KV-8610,4,10,143,7898070365807
HQ-209 - MAQUINA DE BARBEAR,HQ-209,23,40,143,
FONE SAMSUNG AKG TPC,FONE AKG,13,0,143,8806090270079
KA-2812 CONTROLE REMOTO SMART,KA-2812,5.5,10,144,7897722228125
TER-001 - ATERRAMENTO ELETRONICO TERRALUX,TER-001,25,40,144,7898905743053
WU-124 GARRAFA TERMICA,WU-124,22,35,145,1100000088929
CAR-3338-TZ USB+C CARREGADOR 50W COMPLETO,CAR-3338-TZ USB+C,24,45,145,7899085712273
"KV-20261 CASE DE HD/SSD 2.5"" USB 3.0",KV-20261,22,35,145,7899085711443
AL-6887 - MINI CAIXINHA ALTOMEX,AL-6887,22,40,146,7898871768876
"HAR-20262 CASE DE HD/SSD USB 3.0 2.5""",KV-20262,18,30,146,7899085711436
SA-1101 - LANTERNA CHOQUE,SA-1101,21,30,147,6891781111016
CHIP TIM,CHIP TIM,10.5,20,150,7899403635857
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
GL19-C CARREGADOR VEICULAR TIPO C 45W,GL19-C- 45W,20,35,152,7899085488147
PEI-PD001 CARREGADOR RÁPIDO 20W,PEI-PD001-A,20,30,154,7893008810626
SPO-7027 - SUPORTE INOVA,SPO-7027,11,20,154,7893590164237
LE-7036 - CONTROLE REMOTO UNIVERSAL SAMSUNG,LE-7036,10,20,155,
CAR-3228S 3.1A CARREGADOR V8,CAR-3228S-V8 3.1A,9,20,156,7899085594428
CAR-3173C 4.8A CARREGADOR TIPO C,CAR-3173C 4.8A,11.5,25,156,
MOU-20056 - MOUSE COM FIO,MOU-20056,7,15,158,7899085584658
CBO-9862 - CABO IPH 2M,CBO-9862,8,15,158,7899085591151
FON-7517 - FONE DE OUVIDO,FON-7517,5,10,158,7899085126179
P2-00221 - CABO P2/RCA,P2-00221,3.2,10,158,
MIC-30113 - MICROFONE LAPELA TPC 2,MIC-30113,120,180,158,1100001698363
KAP-1001 - MOUSEPAD GAME,KAP-1001,5,10,159,8878917557106
KAP-C119 - SUPORTE P/ CELULAR,KAP-C119,20,30,160,7897720122203
SA-800/A800 - MINI TEASER,SA-800/A800,33,50,161,6891781108009
FON-30040 - FONE DE OUVIDO,FON-30040,13,25,161,7899085490584
EXTENSÃO BARRA 3 METROS FINO 2P BRASFLEX,EXTENSÃO 3 METROS FINO,9,18,161,7898331540264
PENDRIVE INOVA 8GB UP-8567,UP-8567,16,30,161,7893590427929
LE-032 - MINI TRIPÉ IT.BLUE,LE-032,8,15,162,7908044600879
CARREGADOR MOTOROLA 14X,CARREGADOR MOTOROLA 14X,23,0,165,
KAP-1181 - FONTE PARA TV BOX,KAP-1181,9.5,20,166,7897755711816
EJ-I5 - FONE CAIXA ACRILICO,EJ-I5/LUCLY,3.5,10,166,
WU-F021 TPC - CARREGADOR DE CELULAR VEICULAR 3.6A,WU-F021 TPC,12,25,167,7893008813139
MD-20441 - MICROFONE PROFISSIONAL PARA PALCO,MD-20441,16,25,168,7893095423310
PEI-PD101-C - CARREGADOR 20W USB-A+C,PEI-PD101-C,28,40,169,7893008812675
CAR-5181C-TIPO C 3.1A,CAR-5181C,10.5,20,169,7899085125127
GL19-S V8 20W+25W CARREGADOR VEICULAR,GL19S-V8 45W,20,35,170,7899085488154
MOU-20054 - MOUSE COM FIO,MOU-20054,7,15,171,7899085584696
CBO-7569 - CABO IPH 2M BASIKE PRIME,CBO-7569,6.5,12,171,7899085486938
PENDRIVE MRDRIVE MINI CHAVEIRO PLATINUM 32GB,MINI CHAVEIRO 32GB,22,35,172,7893826840010
AL-9013-TY CARREGADOR 3.1A ALTOMEX SAQUINHO,AL-9013-TY-3.1A,5,10,173,8878921901339
WU-F003-C - CARREGADOR VEICULAR 3.6A C/2 USB TPC,WU-F003-C,12,25,173,7897777650032
SPO-8682 - SUPORTE VEICULAR,SPO-8682,15,25,173,7893595552084
AL-Z13 BRAÇADEIRA ESPORTIVA,AL-Z13,15,25,174,7898855718132
5-KL-007 GARRAFA TÉRMICA 500ML,5-KL-007 -500ML,25,40,175,1000000903089
CAR-5254C 4.8A CARREGADOR RÁPIDO C/2USB,CAR-5254C 4.8A,11,25,176,7899085124786
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
FON-7502 - FONE DE OUVIDO,FON-7502,5.5,12,176,7899085125875
LE-1853 KIT SERRA COPOS,LE-1853,14,25,178,7908125209380
ZJT-30099 - ADAPTADOR OTG IPH,ZJT-30099,10,20,179,7899085711474
CBO-20321 - CABO TUBETE IPH 2M,CBO-20321,8,15,183,7899085589240
CAR-G5087 2.4A CARREGADOR USB BASIKE,CAR-G5087 2.4A,10,20,184,7908212134045
KA-3881 CONTROLE REMOTO UNIVERSAL LCD SMART,KA-3881,7,15,184,7897723738814
CBO-20258 - CABO TUBETE DE 3M V8,CBO-20258,11.5,20,185,7899085588458
CAR-0094-TZ - CARREGADOR IPH/TIPOC COMPLETO,CAR-0094-TZ,18,40,186,7893595555054
WU-F021 IP - CARREGADOR DE CELULAR VEICULAR 3.6A,WU-F021 IP,12,25,186,7893008813122
MD-590 CARTÃO MICRO SDHC- 16GB COM ADAPTADOR,MD-590-16GB,20,35,186,7899085715755
BA-CBO110 CABO DE DADOS 27W TIPO C,BA-CBO110,7.5,15,186,7893095511314
PEI-BT04 - MOUSE COM FIO,PEI-BT04,6,15,188,7820210000040
CBO-6012 - CABO USB I6 INOVA 2M,CBO-6012,7,15,189,7899085713638
KC-Z3-V8 - CARREGADOR TURBOPOWER 30,KC-23-V8,10,30,189,1000001210261
LE-1701 DISCO DE CORTE DE TUNGSTENIO PARA MADEIRA,LE-1701,11,18,191,7908125208932
LE-1702 DISCO DE CORTE DE TUNGSTENIO DE MADEIRA,LE-1702,12,20,191,7908125208949
MD-2069 - FONE DE OUVIDO,MD-2069,6,12,191,7899085715694
JM-20437 MODELADOR DE CÍLIOS COM ESCOVA QUENTE,JM-20437,16,25,191,7893095422405
FONE IPHONE HEADSET,FONE IPHONE HEADSET,60,0,191,194252085196
LE-1705 DISCO TURBO,LE-1705,11,18,194,7908125208970
LE-1706 DISCO TURBO,LE-1706,12,20,194,7908125208987
LE-1703 DISCO SEGMENTADO CORTE EM PEDRA,LE-1703,8.5,15,194,7908125208956
LE-1704 DISCO SEGMENTADO,LE-1704,9.5,18,195,7908125208963
KA-1168 - CONTROLE REMOTO COPIADOR,KA-1168,16,25,195,7899704625410
CBO-POW-20279 CABO MAGNETICO RELOGIO E IPH POW-20279,CBO-POW-20279,22,35,195,7899085711320
DR-9 - FONE BLUETOOTH,DR-9,20,30,195,7893456781271
KV-301 - CONTROLE REMOTO,KV-301,6,12,196,7898070364947
CBO-30149 - CABO LIGHTNING USB I6,CBO-30149,6,0,197,885909627424
ZJT-20122 - CONVERSOR HDTV/VGA,ZJT-20122,14,25,197,
KV-190 - CABO USB V8 (CABO SOLTO 2M),KV-190,4.5,8,198,
FON-7500 - FONE DE OUVIDO,FON-7500,7.5,15,199,
LE-805B CONECTOR PARA P2,LE-805B,8,15,200,
KA-Z17 DIFUSOR DE PERFUME PARA CARRO,KA-Z17,32,50,200,
KA-3695 APARADOR DE PELOS DE NARIZ,KA-3695,13,20,200,
CANETA MEDIDORA KA-1281,KA-1281,12,20,203,7898810025213
,,,,,
Produto,Referência,Preço venda,Preço revenda,Qtde,Cód. barras
CBO-7556 - CABO USB TIPO C,CBO-7556,5.5,10,203,
CAR-7774/MC-207 - CARREGADOR TURBO POWER 50 MOTORLA,CAR-7774/MC-207,20,0,204,
WU-F021 V8 - CARREGADOR DE CELULAR VEICULAR 3.6A,WU-F021 V8,12,25,205,7893008813115
CVB-001 - BOLA DE FUTEBOL,CVB-001,11,20,207,7908542617690
REM-8038 - CONTROLE DVD MUNDIAL,REM-8038,3,8,207,7897373102645
KV-G37S - KIT VEICULAR 3.4A V8,KV-G37S,13,25,208,7899085584528
CVB-003 - BOLA DE FUTEBOL,CVB-003,11,20,212,7908542617713
WU-F003-V - CARREGADOR VEICULAR 3.6A C/2 USB V8,WU-F003-V,12,25,212,7897776540037
FON-6751 - FONE DE OUVIDO,FON-6751,6,12,212,
CAR-3228C CARREGADOR 3.1A TIPO C INOVA,CAR-3228C 3.1A CABO SOLTO,10,20,215,7899085594435
KA-3612 - MINI BARBEADOR RECARREGÁVEL KAPBOM,KA-3612,25,35,217,7897741836127
CAR-7410 - ANTENA DE TV INOVA,CAR-7410/ CÓD : 186,7,15,218,7893590429084
ZJT-20120 - CONVERSOR DE DVI/VGA,ZJT-20120,15,25,220,
REM-8076 - CONTROLE AR C. SAMSUNG,REM-8076,10,15,220,7897373102454
MKL-3160A - CARREGADOR IPH 3.1A (COLORIDO),MKL-3160A,10.5,20,220,
CAR-G5025-V8 3.1A CARREGADOR RÁPIDO,CAR G-5025/G40,10,20,221,7908212133994
MKL-CAR-3117-C 3.1A CARREGADOR TIPO C CAIXA COLORIDA,MKL-CAR-3117-C 3.1A,10.5,20,223,7899085590017
FON-12280 FONE DE OUVIDO,FON-12280,35,50,224,7893095422481
AL-2107D - FONTE VEICULAR COLRIDA ALTOMEX,AL-2107D,5.5,10,224,
CAR-3132C CARREGADOR RÁPIDO USB+TPC,CAR-3132C USB+TIPC,20,35,225,7899085490782
CAR-Z2-V8-TZ CRREGADOR TURBO V8,CAR-Z2-V8-TZ,10,25,225,1100000088585
KA-758-TY FONE DE OUVIDO TIPO C,KA-758-TY,10,20,225,7897797347585
EXTENSÃO BARRA 5 METROS FINO 2P BRASFLEX,EXTENSÃO BARRA 5 MF,10,20,225,7898331540271
G-002 - ADAPTADOR Y PARA CELULAR,G-002,4,8,225,
CAR-3235S V8 (CS) 3.1A - CARREGADOR RÁPIDO,CAR-3235S,10,20,226,7899085711016
WU-F003 - FONTE DE CARREGADOR VEICULAR C/2 USB 3.6A,WU-F003,10,20,227,7897654320034
AL-1001 - ANTENA DIGITAL HDTV 7898941434540,AL-1001,15,25,228,7898941434540
